,ScanOrder,Original order,Order in fixture,Scan/-Fixture,Geno,Row,Plant,WR_number,WR,WR_LEcheck,WR_AHcheck,Root,RatiobyPlant,TWRRatio,MWRRatio,BWRRatio,CT notes,ai 1 (dont use),bi1(dont use),ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,Majorthicc2,MinorThicc2,CT_Error,K,BL,UL,test notes,MOI_solid,E_MPa,E_GPa,MOItruex,MOItruey,MOI_true_average,,,,,,,
,328,328,,10-Norm2-1,HP301,1345,2,1,MWR,,,2,0.238172,,0.62425691,,Scanned 7/8,,,0.291,0.863,1.031,1.592,3.184,2.062,1.592,1.031,#REF!,#REF!,,110.11055,8.11332,11.82686,good test,1.370278806,8224.803256,8.224803256,,,,,,,,,,
,329,329,,10-Norm2-1,HP301,1345,2,2,BWR,,,1,0.238172,,,0.38152917,Scanned 7/8,,,0.497,0.789,1.037,1.562,3.124,2.074,1.562,1.037,#REF!,#REF!,,230.25234,9.80541,15.96215,good test,1.368066411,17226.71224,17.22671224,,,,,,,,,,
,330,330,,10-Norm2-1,HP301,1345,3,1,MWR,,,1,0.135918,,0.459702168,,Scanned 7/8,,,0.216,1.267,0.758,2.016,4.032,1.516,2.016,0.758,#REF!,#REF!,,196.21106,14.24155,14.52814,good test,0.689585349,29123.32688,29.12332688,,,,,,,,,,
,331,331,,10-Norm2-1,HP301,1345,3,1,MWR,,,2,0.135918,,0.459702168,,Scanned 7/8,,,0.79,1.023,1.527,1.776,3.552,3.054,1.776,1.527,#REF!,#REF!,,252.69974,,15.8938,no BL,4.966494444,5207.872795,5.207872795,,,,,,,,,,
,332,332,,10-Norm2-1,HP301,1345,3,1,MWR,,,3,0.135918,,0.459702168,,Scanned 7/8,,,0.447,0.95,1.366,1.702,3.404,2.732,1.702,1.366,#REF!,#REF!,,253.38601,8.15269,14.8111,good test,3.407230661,7611.786956,7.611786956,,,,,,,,,,
,333,333,,10-Norm2-1,HP301,1345,7,2,BWR,,,1,0.189739,,,0.23871653,Scanned 7/8,,,0.52,1.095,1.382,1.83,3.66,2.764,1.83,1.382,#REF!,#REF!,,123.89585,5.34344,13.0889,good test,3.793718481,3342.698343,3.342698343,,,,,,,,,,
,334,Added before scan,,10-Norm2-1,HP301,1345,8,2,BWR,,,1,0.213393,,,0.22073684,Scanned 7/8,,,0.789,0.989,1.704,1.76,,,,,,,,,,,,6.839294746,0,,,,,,,,,,,
,335,Added before scan,,10-Norm2-1,HP301,1345,8,2,BWR,,,2,0.213393,,,0.22073684,Scanned 7/8,,,0.418,1.217,1.366,2.38,,,,,,,,,,,,4.76451761,0,,,,,,,,,,,
,336,345,,11-Thicc1-2,Hickking,1367,7,3,BWR,,,1,0.756286,,,0.87560838,Scanned 7/15,2.741,2.768,1.96,2.315,3.096,3.251,6.502,6.192,0.483,0.355,#REF!,#REF!,,257.19321,32.12816,38.67086,,75.77216685,347.4204022,0.347420402,,,,,,,,,,
,337,372,,11-Thicc1-2,HP301,1278,7,2,BWR,,,3,0.460152,,,0.4787034,Scanned 7/15,1.676,1.909,1.176,1.317,2.046,2.267,4.534,4.092,0.358,0.37,#REF!,#REF!,,176.21525,19.68126,22.30539,,15.24959429,1182.743929,1.182743929,,,,,,,,,,
,338,386,,11-Thicc1-2,HP301,1278,6,2,BWR,,,1,0.624261,,,0.5666559,Scanned 7/15,1.028,2.323,0.636,1.919,1.288,2.713,5.426,2.576,0.39,0.26,#REF!,#REF!,,401.95517,,22.85,"no BL, hit top",4.552891117,9036.409044,9.036409044,,,,,,,,,,
,339,448,,11-Thicc1-2,HP301,1322,6,2,BWR,,,1,0.393232,,,0.53188193,Scanned 7/15,1.827,2.056,1.292,1.617,2.309,2.769,5.538,4.618,0.713,0.482,#REF!,#REF!,,155.34025,22.79058,25.16885,ok,26.77223546,593.8884657,0.593888466,,,,,,,,,,
,340,449,,11-Thicc1-2,HP301,1322,6,2,BWR,,,2,0.393232,,,0.53188193,Scanned 7/15,1.308,2.066,1.07,1.512,1.716,2.426,4.852,3.432,0.36,0.408,#REF!,#REF!,,237.15623,20.21201,29.88216,good test,9.627921229,2521.20138,2.52120138,,,,,,,,,,
,341,480,,11-Thicc1-2,B73,1311,3,2,MWR,,,1,0.523739,,0.817356222,,Scanned 7/15,1.952,2.27,1.176,1.728,2.369,2.632,5.264,4.738,0.362,0.417,#REF!,#REF!,,104.15063,14.09722,18.36753,,27.48343099,387.8791896,0.38787919,24.7001851,26.2151513,,,,,,,,
,342,481,,11-Thicc1-2,B73,1311,3,2,MWR,,,2,0.523739,,0.817356222,,Scanned 7/15,1.84,2.501,1.506,1.6,2.131,3.002,6.004,4.262,0.501,0.291,#REF!,#REF!,,142.63594,10.07047,17.5408,,22.81659945,639.8579598,0.63985796,29.5868821,31.06955146,,,,,,,,
,343,482,,11-Thicc1-2,B73,1311,3,2,MWR,,,3,0.523739,,0.817356222,,Scanned 7/15,2.354,2.458,1.606,1.876,2.679,2.872,5.744,5.358,0.414,0.325,#REF!,#REF!,,71.05861,16.12946,18.57821,,43.37030315,167.6987312,0.167698731,29.9861425,28.6668078,,,,,,,,
,344,483,,11-Thicc1-2,B73,1311,3,2,MWR,,,4,0.523739,,0.817356222,,Scanned 7/15,1.977,2.691,1.224,1.704,2.282,2.963,5.926,4.564,0.272,0.305,#REF!,#REF!,,248.60814,16.6347,25.14729,,27.65466826,920.1368376,0.920136838,25.0369397,34.9312584,,,,,,,,
,345,484,,11-Thicc1-2,B73,1311,5,2,MWR,,,1,0.465214,,0.735851679,,Scanned 7/15,2.04,2.717,1.371,2.012,2.617,2.936,5.872,5.234,0.219,0.577,#REF!,#REF!,,121.28975,16.93129,17.04188,,41.32920968,300.3810473,0.300381047,34.6352353,25.3944454,,,,,,,,
,346,485,,11-Thicc1-2,B73,1311,5,2,MWR,,,2,0.465214,,0.735851679,,Scanned 7/15,,,,,,,0,0,0,0,#REF!,#REF!,,,,,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,347,487,,11-Thicc1-2,B73,1311,8,1,MWR,,,1,0.227785,,0.836706894,,Scanned 7/15,2.002,2.935,1.409,2.048,2.432,3.277,6.554,4.864,0.342,0.43,#REF!,#REF!,,90.11756,12.83599,17.42811,,37.02175774,249.1482933,0.249148293,23.7267425,41.863224,,,,,,,,
,348,488,,11-Thicc1-2,B73,1311,8,1,MWR,,,2,0.227785,,0.836706894,,Scanned 7/15,1.966,2.531,1.65,1.884,2.282,2.821,5.642,4.564,0.29,0.316,#REF!,#REF!,,81.82714,8.15909,11.48336,,26.32933485,318.099518,0.318099518,30.4777572,21.2421641,,,,,,,,
,349,489,,11-Thicc1-2,B73,1311,1,1,MWR,,,1,0.16701,,,,Scanned 7/15,,,,,,,0,0,0,0,#REF!,#REF!,,,,,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,350,490,,11-Thicc1-2,B73,1311,1,1,MWR,,,2,0.16701,,0.899248488,,Scanned 7/15,1.71,2.412,1.303,1.653,2.044,2.75,5.5,4.088,0.338,0.334,#REF!,#REF!,,151.12232,13.13049,14.21022,,18.44443047,838.6270941,0.838627094,32.6639498,21.570046,,,,,,,,
,351,491,,11-Thicc1-2,B73,1311,1,1,MWR,,,3,0.16701,,0.899248488,,Scanned 7/15,1.132,2.336,0.575,1.455,1.427,2.723,5.446,2.854,0.387,0.295,#REF!,#REF!,,127.56021,8.64328,9.82274,,6.214546501,2100.928683,2.100928683,13.2698125,8.0895552,,,,,,,,
,352,492,,11-Thicc1-2,B73,1311,1,1,MWR,,,4,0.16701,,0.899248488,,Scanned 7/15,1.87,2.355,1.35,1.513,2.181,2.6,5.2,4.362,0.245,0.311,#REF!,#REF!,,64.02177,7.30626,11.06425,,21.18508574,309.3164218,0.309316422,18.9290422,15.6221987,,,,,,,,
,353,497,,11-Thicc1-2,B73,1311,9,1,MWR,,,1,0.630853,,0.843299317,,Scanned 7/15,2.299,2.229,1.583,1.615,2.575,2.56,5.12,5.15,0.331,0.276,#REF!,#REF!,,49.34076,7.7534,10.09441,,34.32903116,147.1125809,0.147112581,25.2710537,26.8302346,,,,,,,,
,354,500,,11-Thicc1-2,B73,1311,9,1,MWR,,,4,0.630853,,,,Scanned 7/15,,,,,,,0,0,0,0,#REF!,#REF!,,,,,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,355,502,,11-Thicc1-2,B73,1311,11,1,TWR,,,1,0.647647,,1.069613658,,Scanned 7/15,1.332,2.173,0.989,1.485,1.652,2.478,4.956,3.304,0.305,0.32,#REF!,#REF!,,97.7377,7.23537,10.32885,,8.774478464,1140.108882,1.140108882,12.7641638,11.8964816,,,,,,,,
,356,503,,11-Thicc1-2,B73,1311,11,1,TWR,,,2,0.647647,,1.069613658,,Scanned 7/15,1.457,2.007,1.253,1.476,1.967,2.277,4.554,3.934,0.27,0.51,#REF!,#REF!,,95.2693,7.67513,12.39336,,13.61024653,716.4609247,0.716460925,12.8544588,10.3274046,,,,,,,,
,357,347,,12-Thin1-2,HP301,1278,3,1,BWR,,,1,0.600669,,,0.60066945,Scanned 7/15,,,0.53,0.77,1.045,1.265,2.53,2.09,1.265,1.045,#REF!,#REF!,,185.63319,6.78454,9.53153,,1.13378127,16758.37392,16.75837392,,,,,,,,,,
,358,349,,12-Thin1-2,HP301,1278,3,1,BWR,,,3,0.600669,,,0.60066945,Scanned 7/15,,,0.246,1.363,0.778,2.021,4.042,1.556,2.021,0.778,#REF!,#REF!,,171.99978,8.47031,14.183,,0.747472098,23552.577,23.552577,,,,,,,,,,
,359,350,,12-Thin1-2,HP301,1278,8,1,MWR,,,1,0.541804,,0.867655007,,Scanned 7/15,,,0.39,1.185,1.001,1.814,3.628,2.002,1.814,1.001,#REF!,#REF!,,82.81681,,6.73393,no BL,1.428990681,5931.911025,5.931911025,,,,,,,,,,
,360,351,,12-Thin1-2,HP301,1278,8,1,MWR,,,2,0.541804,,0.867655007,,Scanned 7/15,,,0.456,0.948,0.911,1.689,3.378,1.822,1.689,0.911,#REF!,#REF!,,96.80112,4.67382,7.22359,,1.002939329,9878.960457,9.878960457,,,,,,,,,,
,361,352,,12-Thin1-2,HP301,1278,8,1,MWR,,,3,0.541804,,0.867655007,,Scanned 7/15,,,0.231,0.914,0.81,1.573,3.146,1.62,1.573,0.81,#REF!,#REF!,,112.13315,5.37454,9.49648,,0.656558851,17480.98453,17.48098453,,,,,,,,,,
,362,353,,12-Thin1-2,HP301,1278,8,1,MWR,,,4,0.541804,,0.867655007,,Scanned 7/15,,,0.091,1.079,0.733,1.847,3.694,1.466,1.847,0.733,#REF!,#REF!,,83.42442,3.10775,6.1035,,0.571305889,14946.17359,14.94617359,,,,,,,,,,
,363,354,,12-Thin1-2,HP301,1278,4,1,BWR,,,1,0.701591,,,0.70159064,Scanned 7/15,,,0.103,1.044,0.803,1.512,3.024,1.606,1.512,0.803,#REF!,#REF!,,192.19259,9.59974,15.80803,,0.614877085,31992.91836,31.99291836,,,,,,,,,,
,364,363,,12-Thin1-2,HP301,1278,9,1,BWR,,,2,0.896715,,,0.89671508,Scanned 7/15,,,0.344,0.785,0.75,1.301,2.602,1.5,1.301,0.75,#REF!,#REF!,,126.54824,5.88583,7.09368,,0.431073145,30047.66081,30.04766081,,,,,,,,,,
,365,366,,12-Thin1-2,HP301,1278,10,1,MWR,,,1,1.038265,,1.11537707,,Scanned 7/15,,,0.195,0.988,0.593,1.424,2.848,1.186,1.424,0.593,#REF!,#REF!,,144.58962,6.3956,10.48686,,0.233219012,63456.87666,63.45687666,,,,,,,,,,
,366,367,,12-Thin1-2,HP301,1278,10,1,MWR,,,2,1.038265,,1.11537707,,Scanned 7/15,,,0.07,0.841,0.555,1.535,3.07,1.11,1.535,0.555,#REF!,#REF!,,93.40249,7.98663,8.1784,,0.206099629,46385.98363,46.38598363,,,,,,,,,,
,367,368,,12-Thin1-2,HP301,1278,10,1,MWR,,,3,1.038265,,1.11537707,,Scanned 7/15,,,0.377,0.566,0.983,1.156,2.312,1.966,1.156,0.983,#REF!,#REF!,,83.36561,5.60754,6.37552,,0.862399049,9894.279858,9.894279858,,,,,,,,,,
,368,369,,12-Thin1-2,HP301,1278,10,1,MWR,,,4,1.038265,,1.11537707,,Scanned 7/15,,,0.081,0.588,0.548,1.218,2.436,1.096,1.218,0.548,#REF!,#REF!,,44.97818,4.83961,4.91386,,0.157426864,29243.4468,29.2434468,,,,,,,,,,
,369,376,,12-Thin1-2,HP301,1278,6,1,MWR,,,1,0.624261,,1.101657619,,Scanned 7/15,,,0.163,0.893,0.681,1.597,3.194,1.362,1.597,0.681,#REF!,#REF!,,149.34952,5.41214,9.07928,,0.39612854,38589.86193,38.58986193,,,,,,,,,,
,370,377,,12-Thin1-2,HP301,1278,6,1,MWR,,,2,0.624261,,1.101657619,,Scanned 7/15,,,0.073,0.868,0.468,1.411,2.822,0.936,1.411,0.468,#REF!,#REF!,,51.89645,4.39035,4.5085,,0.113593755,46761.53115,46.76153115,,,,,,,,,,
,371,378,,12-Thin1-2,HP301,1278,6,1,MWR,,,3,0.624261,,1.101657619,,Scanned 7/15,,,0.1,0.599,0.401,1.089,2.178,0.802,1.089,0.401,#REF!,#REF!,,53.64665,4.65011,4.749,,0.055150681,99562.83516,99.56283516,,,,,,,,,,
,372,392,,12-Thin1-2,HP301,1278,7,1,MWR,,,1,0.460152,,0.961247195,,Scanned 7/15,,,0.087,0.885,0.545,1.404,2.808,1.09,1.404,0.545,#REF!,#REF!,,122.83,10.28679,10.95302,,0.178503401,70430.93966,70.43093966,,,,,,,,,,
,373,393,,12-Thin1-2,HP301,1278,7,1,MWR,,,2,0.460152,,0.961247195,,Scanned 7/15,,,0.072,0.946,0.466,1.681,3.362,0.932,1.681,0.466,#REF!,#REF!,,117.19711,6.98541,11.37802,,0.133602734,89785.68168,89.78568168,,,,,,,,,,
,374,394,,12-Thin1-2,HP301,1278,7,1,MWR,,,3,0.460152,,0.961247195,,Scanned 7/15,,,0.144,1.02,0.703,1.545,3.09,1.406,1.545,0.703,#REF!,#REF!,,201.40569,12.2285,13.55597,,0.421584214,48898.20562,48.89820562,,,,,,,,,,
,375,395,,12-Thin1-2,HP301,1278,7,1,MWR,,,4,0.460152,,0.961247195,,Scanned 7/15,,,0.092,0.554,0.625,1.046,2.092,1.25,1.046,0.625,#REF!,#REF!,,61.2827,5.16669,6.30629,,0.200567988,31273.8825,31.2738825,,,,,,,,,,
,376,402,,12-Thin1-2,HP301,1345,1,1,MWR,,,1,0.391176,,0.799109702,,Scanned 7/15,,,0.122,1.143,0.498,1.861,3.722,0.996,1.861,0.498,#REF!,#REF!,,138.91193,7.86189,10.66128,,0.180519567,78762.73516,78.76273516,,,,,,,,,,
,377,403,,12-Thin1-2,HP301,1345,1,1,MWR,,,2,0.391176,,0.799109702,,Scanned 7/15,,,0.152,0.752,0.673,1.271,2.542,1.346,1.271,0.673,#REF!,#REF!,,123.34506,11.04009,11.22531,,0.304285056,41490.30838,41.49030838,,,,,,,,,,
,378,404,,12-Thin1-2,HP301,1345,1,1,MWR,,,3,0.391176,,0.799109702,,Scanned 7/15,,,0.356,0.84,0.762,1.387,2.774,1.524,1.387,0.762,#REF!,#REF!,,91.93216,6.29396,7.78408,,0.481982485,19522.78334,19.52278334,,,,,,,,,,
,379,405,,12-Thin1-2,HP301,1345,1,1,MWR,,,4,0.391176,,0.799109702,,Scanned 7/15,,,0.368,0.82,0.842,1.533,3.066,1.684,1.533,0.842,#REF!,#REF!,,129.94454,8.19314,8.19436,,0.7187342,18505.26259,18.50526259,,,,,,,,,,
,380,406,,12-Thin1-2,HP301,1345,7,1,MWR,,,1,0.189739,,0.79482803,,Scanned 7/15,,,0.141,1.195,0.688,1.896,3.792,1.376,1.896,0.688,#REF!,#REF!,,123.4193,11.47401,11.52222,,0.484946165,26049.24117,26.04924117,,,,,,,,,,
,381,407,,12-Thin1-2,HP301,1345,7,1,MWR,,,2,0.189739,,0.79482803,,Scanned 7/15,,,0.104,1.073,0.442,1.793,3.586,0.884,1.793,0.442,#REF!,#REF!,,160.98905,12.72421,13.69574,,0.121600953,135507.9844,135.5079844,,,,,,,,,,
,382,408,,12-Thin1-2,HP301,1345,7,1,MWR,,,3,0.189739,,0.79482803,,Scanned 7/15,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT2,179.58465,10.13223,14.93362,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,383,409,,12-Thin1-2,HP301,1322,2,1,MWR,,,1,0.462012,,0.928455637,,Scanned 7/15,,,0.182,1.093,0.681,2.065,4.13,1.362,2.065,0.681,#REF!,#REF!,,123.05458,6.1839,10.52265,,0.512213798,24589.63239,24.58963239,,,,,,,,,,
,384,410,,12-Thin1-2,HP301,1322,2,1,MWR,,,2,0.462012,,0.928455637,,Scanned 7/15,,,0.108,0.912,0.539,1.617,3.234,1.078,1.617,0.539,#REF!,#REF!,,78.12824,10.49998,10.76021,,0.198868591,40211.23123,40.21123123,,,,,,,,,,
,385,411,,12-Thin1-2,HP301,1322,8,1,MWR,,,1,0.502056,,0.84493519,,Scanned 7/15,,,0.172,0.587,0.494,0.953,1.906,0.988,0.953,0.494,#REF!,#REF!,,67.49048,2.662,4.88568,,0.090232633,76556.91332,76.55691332,,,,,,,,,,
,386,412,,12-Thin1-2,HP301,1322,8,1,MWR,,,2,0.502056,,0.84493519,,Scanned 7/15,,,0.275,0.863,0.711,1.468,2.936,1.422,1.468,0.711,#REF!,#REF!,,122.3382,4.41954,8.8967,,0.414404764,30216.41064,30.21641064,,,,,,,,,,
,387,413,,12-Thin1-2,HP301,1322,8,1,MWR,,,3,0.502056,,0.84493519,,Scanned 7/15,,,0.35,1.143,0.851,1.73,3.46,1.702,1.73,0.851,#REF!,#REF!,,157.13546,2.41974,7.79971,,0.837384012,19206.80217,19.20680217,,,,,,,,,,
,388,414,,12-Thin1-2,HP301,1322,8,1,MWR,,,4,0.502056,,0.84493519,,Scanned 7/15,,,0.318,1.091,0.81,1.719,3.438,1.62,1.719,0.81,#REF!,#REF!,,191.73685,4.98614,8.06326,,0.717498198,27352.07636,27.35207636,,,,,,,,,,
,389,415,,12-Thin1-2,HP301,1322,7,1,MWR,,,1,0.381236,,0.926105437,,Scanned 7/15,,,0.263,0.924,0.893,1.61,3.22,1.786,1.61,0.893,#REF!,#REF!,,103.70685,7.9459,8.5096,,0.900471836,11788.07352,11.78807352,,,,,,,,,,
,390,416,,12-Thin1-2,HP301,1322,7,1,MWR,,,2,0.381236,,0.926105437,,Scanned 7/15,,,0.193,1.047,0.621,1.531,3.062,1.242,1.531,0.621,#REF!,#REF!,,134.38112,5.51528,9.62667,,0.287965111,47764.35424,47.76435424,,,,,,,,,,
,391,429,,12-Thin1-2,HP301,1322,10,2,BWR,,,3,0.394741,,,0.4677926,Scanned 7/15,,,0.155,0.778,0.512,1.181,2.362,1.024,1.181,0.512,#REF!,#REF!,,158.57231,7.97037,11.89661,,0.124494356,130371.6667,130.3716667,,,,,,,,,,
,392,431,,12-Thin1-2,HP301,1322,10,1,MWR,,,1,0.394741,,0.843836915,,Scanned 7/15,,,0.564,0.786,0.95,1.35,2.7,1.9,1.35,0.95,#REF!,#REF!,,205.22941,7.89634,11.62742,,0.909064013,23107.37741,23.10737741,,,,,,,,,,
,393,432,,12-Thin1-2,HP301,1322,10,1,MWR,,,2,0.394741,,0.843836915,,Scanned 7/15,,,0.355,0.701,0.864,1.135,2.27,1.728,1.135,0.864,#REF!,#REF!,,206.75721,10.65069,11.34951,,0.574945885,36807.74568,36.80774568,,,,,,,,,,
,394,433,,12-Thin1-2,HP301,1322,10,1,MWR,,,3,0.394741,,0.843836915,,Scanned 7/15,,,0.507,0.721,0.901,1.45,2.9,1.802,1.45,0.901,#REF!,#REF!,,119.16335,4.32671,7.94791,,0.832975555,14642.525,14.642525,,,,,,,,,,
,395,434,,12-Thin1-2,HP301,1322,10,1,MWR,,,4,0.394741,,0.843836915,,Scanned 7/15,,,0.162,1.429,0.487,1.984,3.968,0.974,1.984,0.487,#REF!,#REF!,,142.15083,9.06043,13.92537,,0.17997759,80841.8966,80.8418966,,,,,,,,,,
,396,436,,12-Thin1-2,HP301,1322,3,1,MWR,,,2,0.42577,,0.849266453,,Scanned 7/15,,,0.172,0.972,0.597,1.695,3.39,1.194,1.695,0.597,#REF!,#REF!,,166.06583,13.49448,14.68331,,0.283258256,60007.18167,60.00718167,,,,,,,,,,
,397,437,,12-Thin1-2,HP301,1322,3,1,MWR,,,3,0.42577,,0.849266453,,Scanned 7/15,,,0.698,0.986,1.349,1.611,3.222,2.698,1.611,1.349,#REF!,#REF!,,188.05245,14.14223,17.83941,,3.106141748,6196.739676,6.196739676,,,,,,,,,,
,398,356,,13-Norm1-2,HP301,1278,2,1,MWR,,,1,0.447448,,0.919447314,,Scanned 7/15,,,0.6,1.454,1.664,2.296,4.592,3.328,2.296,1.664,#REF!,#REF!,,77.16854,,6.04576,no BL ,8.308482911,950.6575014,0.950657501,,,,,,,,,,
,399,359,,13-Norm1-2,HP301,1278,1,1,,,,1,,,,,Scanned 7/15,,,,,,,0,0,0,0,#REF!,#REF!,,,,,diseased ,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,400,360,,13-Norm1-2,HP301,1278,1,1,,,,2,,,,,Scanned 7/15,,,,,,,0,0,0,0,#REF!,#REF!,,,,,diseased ,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,401,361,,13-Norm1-2,HP301,1278,1,2,BWR,,,1,0.047083,,,0.05067119,Scanned 7/15,,,0.658,1.178,1.946,2.194,4.388,3.892,2.194,1.946,#REF!,#REF!,,351.67733,21.01927,26.86305,,12.6985757,2834.620267,2.834620267,,,,,,,,,,
,402,362,,13-Norm1-2,HP301,1278,9,1,BWR,,,1,0.896715,,,0.89671508,Scanned 7/15,,,0.758,1.052,1.346,1.787,3.574,2.692,1.787,1.346,#REF!,#REF!,,232.19057,8.9734,11.97118,,3.422548519,6943.852561,6.943852561,,,,,,,,,,
,403,364,,13-Norm1-2,HP301,1278,9,1,BWR,,,3,0.896715,,,0.89671508,Scanned 7/15,,,0.184,0.999,0.708,1.612,3.224,1.416,1.612,0.708,#REF!,#REF!,,120.65987,9.20685,9.43598,,0.449318905,27486.1358,27.4861358,,,,,,,,,,
,404,365,,13-Norm1-2,HP301,1278,9,1,BWR,,,4,0.896715,,,0.89671508,Scanned 7/15,,,0.557,0.774,1.115,1.602,3.204,2.23,1.602,1.115,#REF!,#REF!,,121.47048,6.3422,8.33243,,1.744122542,7128.518469,7.128518469,,,,,,,,,,
,405,370,,13-Norm1-2,HP301,1278,7,2,BWR,,,1,0.460152,,,0.4787034,Scanned 7/15,,,1.03,1.334,1.954,2.35,4.7,3.908,2.35,1.954,#REF!,#REF!,,168.36868,18.45995,21.27919,,13.76992015,1251.513135,1.251513135,,,,,,,,,,
,406,371,,13-Norm1-2,HP301,1278,7,2,BWR,,,2,0.460152,,,0.4787034,Scanned 7/15,,,0.848,1.25,1.985,2.548,5.096,3.97,2.548,1.985,#REF!,#REF!,,275.49584,17.96027,23.62965,,15.65203601,1801.564161,1.801564161,,,,,,,,,,
,407,373,,13-Norm1-2,HP301,1278,10,2,BWR,,,1,1.038265,,,0.93086436,Scanned 7/15,,,0.949,1.567,1.606,2.278,4.556,3.212,2.278,1.606,#REF!,#REF!,,221.29806,16.24092,20.15968,,7.411058201,3056.348756,3.056348756,,,,,,,,,,
,408,374,,13-Norm1-2,HP301,1278,10,2,BWR,,,2,1.038265,,,0.93086436,Scanned 7/15,,,0.313,1.249,0.821,1.864,3.728,1.642,1.864,0.821,#REF!,#REF!,,213.66828,14.22085,15.39107,,0.810149672,26994.81279,26.99481279,,,,,,,,,,
,409,375,,13-Norm1-2,HP301,1278,10,2,BWR,,,3,1.038265,,,0.93086436,Scanned 7/15,,,0.828,1.156,1.432,1.804,3.608,2.864,1.804,1.432,#REF!,#REF!,,277.74179,19.79399,21.69601,,4.160595246,6832.683254,6.832683254,,,,,,,,,,
,410,379,,13-Norm1-2,HP301,1278,5,1,BWR,,,1,0.607383,,,0.60738346,Scanned 7/15,,,0.782,1.206,1.415,1.865,3.73,2.83,1.865,1.415,#REF!,#REF!,,146.51672,10.31522,16.56992,,4.149903874,3613.721482,3.613721482,,,,,,,,,,
,411,380,,13-Norm1-2,HP301,1278,5,1,BWR,,,2,0.607383,,,0.60738346,Scanned 7/15,,,0.536,1.413,1.137,2.049,4.098,2.274,2.049,1.137,#REF!,#REF!,,371.68045,20.47088,21.59267,,2.365447066,16082.81296,16.08281296,,,,,,,,,,
,412,381,,13-Norm1-2,HP301,1278,5,1,BWR,,,3,0.607383,,,0.60738346,Scanned 7/15,,,0.741,1.098,1.656,2.083,4.166,3.312,2.083,1.656,#REF!,#REF!,,134.08071,7.40688,11.42433,,7.429509608,1847.190469,1.847190469,,,,,,,,,,
,413,382,,13-Norm1-2,HP301,1278,5,1,BWR,,,4,0.607383,,,0.60738346,Scanned 7/15,,,0.736,1.351,1.876,2.387,4.774,3.752,2.387,1.876,#REF!,#REF!,,193.53781,12.72937,15.14478,,12.37772423,1600.407385,1.600407385,,,,,,,,,,
,414,383,,13-Norm1-2,HP301,1278,2,2,BWR,,,1,0.447448,,,0.48664843,Scanned 7/15,,,0.855,1.292,2.083,2.399,4.798,4.166,2.399,2.083,#REF!,#REF!,,287.14736,18.33379,25.08951,,17.0289527,1725.92697,1.72592697,,,,,,,,,,
,415,384,,13-Norm1-2,HP301,1278,2,2,BWR,,,2,0.447448,,,0.48664843,Scanned 7/15,,,0.861,1.243,2.075,2.336,4.672,4.15,2.336,2.075,#REF!,#REF!,,478.17078,26.86168,46.53734,,16.39143678,2985.874416,2.985874416,,,,,,,,,,
,416,385,,13-Norm1-2,HP301,1278,2,2,BWR,,,3,0.447448,,,0.48664843,Scanned 7/15,,,0.808,1.136,1.709,1.955,3.91,3.418,1.955,1.709,#REF!,#REF!,,316.57885,23.64707,27.47561,,7.664129445,4227.89889,4.22789889,,,,,,,,,,
,417,387,,13-Norm1-2,HP301,1278,6,2,BWR,,,2,0.624261,,,0.5666559,Scanned 7/15,,,0.216,1.445,0.723,1.994,3.988,1.446,1.994,0.723,#REF!,#REF!,,184.15361,13.70616,18.77141,,0.591874906,31846.06934,31.84606934,,,,,,,,,,
,418,388,,13-Norm1-2,HP301,1278,6,2,BWR,,,3,0.624261,,,0.5666559,Scanned 7/15,,,0.981,1.24,1.468,1.976,3.952,2.936,1.976,1.468,#REF!,#REF!,,350.82125,16.17811,26.93003,,4.909700366,7313.688009,7.313688009,,,,,,,,,,
,419,389,,13-Norm1-2,HP301,1278,8,2,BWR,,,1,0.541804,,,0.62444583,Scanned 7/15,,,0.967,1.356,1.904,2.159,4.318,3.808,2.159,1.904,#REF!,#REF!,,251.3779,17.4462,28.23718,,11.7042437,2198.311667,2.198311667,,,,,,,,,,
,420,390,,13-Norm1-2,HP301,1278,8,2,BWR,,,2,0.541804,,,0.62444583,Scanned 7/15,,,0.765,1.042,1.846,2.152,4.304,3.692,2.152,1.846,#REF!,#REF!,,190.13415,13.31266,16.72377,,10.6323004,1830.368006,1.830368006,,,,,,,,,,
,421,391,,13-Norm1-2,HP301,1278,8,2,BWR,,,3,0.541804,,,0.62444583,Scanned 7/15,,,0.901,1.078,2.214,2.393,4.786,4.428,2.393,2.214,#REF!,#REF!,,160.19824,9.60592,17.76991,,20.39695931,803.8922422,0.803892242,,,,,,,,,,
