,ScanOrder,Original order,Order in fixture,Scan/-Fixture,Geno,Row,Plant,WR_number,WR,WR_LEcheck,WR_AHcheck,Root,RatiobyPlant,TWRRatio,MWRRatio,BWRRatio,CT notes,ai 1 (dont use),bi1(dont use),ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,Majorthicc2,MinorThicc2,CT_Error,K,BL,UL,test notes,MOI_solid,E_MPa,E_GPa,MOItruex,MOItruey,MOI_true_average,,,,,,,
,768,833,30,23-Thin1-4,Ky21,1371,2,1,MWR,,,1,0.963986,,1.080977812,,Scanned 7/27,0.36,0.932,0.15,0.528,0.616,1.257,2.514,1.232,0.325,0.256,#REF!,#REF!,,80.70194,6.16022,6.16022,,0.230763595,35794.98676,35.79498676,,,,,,,,,,
,769,834,31,23-Thin1-4,Ky21,1371,2,1,MWR,,,2,0.963986,,1.080977812,,Scanned 7/27,0.566,1.127,0.387,0.63,0.927,1.313,2.626,1.854,0.186,0.361,#REF!,#REF!,,78.35702,6.11792,6.11792,,0.821473976,9763.142492,9.763142492,,,,,,,,,,
,770,835,32,23-Thin1-4,Ky21,1371,2,1,MWR,,,3,0.963986,,1.080977812,,Scanned 7/27,0.438,1.114,0.178,0.689,0.747,1.338,2.676,1.494,0.224,0.309,#REF!,#REF!,,70.78822,5.9042,5.84114,,0.438033979,16540.88409,16.54088409,,,,,,,,,,
,771,838,33,23-Thin1-4,Ky21,1286,3,1,MWR,,,1,0.886546,,0.728326218,,Scanned 7/27,0.522,1.552,0.188,0.994,0.823,1.788,3.576,1.646,0.236,0.301,#REF!,#REF!,,192.52948,8.24383,10.19182,,0.782810967,25173.63107,25.17363107,,,,,,,,,,
,772,839,34,23-Thin1-4,Ky21,1286,2,1,MWR,,,1,0.874613,,0.942159998,,Scanned 7/27,0.963,1.815,0.664,1.408,1.334,2.107,4.214,2.668,0.292,0.371,#REF!,#REF!,,106.99672,4.94886,6.73823,,3.928456113,2787.751676,2.787751676,,,,,,,,,,
,773,840,35,23-Thin1-4,Ky21,1286,2,1,MWR,,,2,0.874613,,0.942159998,,Scanned 7/27,0.504,1.794,0.216,1.282,0.966,2.04,4.08,1.932,0.246,0.462,#REF!,#REF!,,358.75178,19.02913,19.30305,,1.444280102,25424.25076,25.42425076,,,,,,,,,,
,774,842,36,23-Thin1-4,Ky21,1286,7,2,BWR,,,1,0.893609,,,0.90478647,Scanned 7/27,0.252,1.261,0.252,1.173,0.602,1.594,3.188,1.204,0.333,0.35,#REF!,#REF!,,357.84576,16.52588,16.52588,,0.27312891,134101.5292,134.1015292,,,,,,,,,,
,775,843,37,23-Thin1-4,Ky21,1286,7,2,BWR,,,2,0.893609,,,0.90478647,Scanned 7/27,0.481,1.448,0.287,0.938,0.927,1.865,3.73,1.854,0.417,0.446,#REF!,#REF!,,153.60726,5.63181,5.63181,,1.166830896,13474.39732,13.47439732,,,,,,,,,,
,776,844,38,23-Thin1-4,Ky21,1286,6,1,MWR,,,1,0.665604,,0.910811282,,Scanned 7/27,1.247,1.757,0.316,1.235,1.47,1.947,3.894,2.94,0.19,0.223,#REF!,#REF!,,160.20935,7.93238,7.93238,,4.857444388,3375.868708,3.375868708,,,,,,,,,,
,777,845,39,23-Thin1-4,Ky21,1286,6,1,MWR,,,2,0.665604,,0.910811282,,Scanned 7/27,0.704,1.547,0.335,1.033,0.913,1.807,3.614,1.826,0.26,0.209,#REF!,#REF!,,363.59087,26.00317,26.00317,,1.080091048,34455.46612,34.45546612,,,,,,,,,,
,778,846,40,23-Thin1-4,Oh43,1267,3,1,BWR,,,1,0.616817,,,0.61681657,Scanned 7/27,0.713,1.698,0.422,1.161,1.045,1.925,3.85,2.09,0.227,0.332,#REF!,#REF!,,70.56344,7.67225,8.3448,,1.725319324,4186.159627,4.186159627,3.8091856,7.3885176,,,,,,,,
,779,847,41,23-Thin1-4,Oh43,1267,3,1,BWR,,,2,0.616817,,,0.61681657,Scanned 7/27,0.989,1.886,0.301,1.254,1.252,2.152,4.304,2.504,0.266,0.263,#REF!,#REF!,,82.93009,7.79252,9.22337,,3.31699743,2559.013214,2.559013214,3.6520797,6.9396407,,,,,,,,
,780,739,,24-Norm2-4,W64A,1349,9,2,BWR,,,1,0.91619,,,0.89560798,Scanned 7/27,,,0.684,1.429,1.411,2.567,5.134,2.822,2.567,1.411,#REF!,#REF!,,262.62662,14.67207,24.08058,,5.66365501,4746.21579,4.74621579,,,,,,,,,,
,781,744,,24-Norm2-4,W64A,1349,8,1,MWR,,,1,0.481818,,0.920056123,,Scanned 7/27,,,0.275,1.482,0.704,1.908,3.816,1.408,1.908,0.704,#REF!,#REF!,,125.55678,8.66475,10.76993,,0.522860976,24578.73159,24.57873159,,,,,,,,,,
,782,745,,24-Norm2-4,W64A,1349,8,1,MWR,,,2,0.481818,,0.920056123,,Scanned 7/27,,,0.708,1.481,1.563,2.552,5.104,3.126,2.552,1.563,#REF!,#REF!,,161.0186,7.58002,9.73344,,7.653277937,2153.446504,2.153446504,,,,,,,,,,
,783,746,,24-Norm2-4,W64A,1349,8,1,MWR,,,4,0.481818,,0.920056123,,Scanned 7/27,,,0.242,1.529,0.675,2.351,4.702,1.35,2.351,0.675,#REF!,#REF!,,164.46933,,12.95479,no BL,0.567876411,29643.98747,29.64398747,,,,,,,,,,
,784,747,,24-Norm2-4,W64A,1349,7,1,MWR,,,1,0.276946,,0.859435435,,Scanned 7/27,,,0.36,1.171,0.832,1.845,3.69,1.664,1.845,0.832,#REF!,#REF!,,112.39481,4.40192,6.2135,,0.834557435,13784.64397,13.78464397,,,,,,,,,,
,785,748,,24-Norm2-4,W64A,1349,7,1,MWR,,,2,0.276946,,0.859435435,,Scanned 7/27,,,0.455,1.418,0.94,1.981,3.962,1.88,1.981,0.94,#REF!,#REF!,,120.82183,,,no BL no UL,1.292283852,9569.583108,9.569583108,,,,,,,,,,
,786,749,,24-Norm2-4,W64A,1349,7,1,MWR,,,3,0.276946,,0.859435435,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,61.99553,4.3482,6.24341,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,787,750,,24-Norm2-4,W64A,1349,7,1,MWR,,,4,0.276946,,0.859435435,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,50.83849,5.23043,8.08396,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,788,751,,24-Norm2-4,W64A,1349,6,1,MWR,,,1,0.684211,,0.869330369,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,61.8214,9.68067,10.24764,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,789,752,,24-Norm2-4,W64A,1349,6,1,MWR,,,2,0.684211,,0.869330369,,Scanned 7/27,,,0.346,1.589,0.732,2.445,4.89,1.464,2.445,0.732,#REF!,#REF!,,155.58811,5.32958,13.03725,,0.753185565,21143.64917,21.14364917,,,,,,,,,,
,790,753,,24-Norm2-4,W64A,1349,6,1,MWR,,,3,0.684211,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too curved,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,791,756,,24-Norm2-4,W64A,1349,10,1,MWR,,,1,0.687756,,0.961593001,,Scanned 7/27,,,0.428,1.572,1.067,2.284,4.568,2.134,2.284,1.067,#REF!,#REF!,,286.66432,11.2073,14.69942,,2.179110429,13464.80068,13.46480068,,,,,,,,,,
,792,757,,24-Norm2-4,W64A,1349,10,1,MWR,,,2,0.687756,,0.961593001,,Scanned 7/27,,,0.551,1.32,1.385,2.087,4.174,2.77,2.087,1.385,#REF!,#REF!,,303.88474,7.17437,17.23805,,4.354734185,7142.541428,7.142541428,,,,,,,,,,
,793,758,,24-Norm2-4,W64A,1349,10,1,MWR,,,3,0.687756,,0.961593001,,Scanned 7/27,,,0.532,1.476,1.2,2.2,4.4,2.4,2.2,1.2,#REF!,#REF!,,252.67095,11.55079,17.21841,,2.985769658,8661.72796,8.66172796,,,,,,,,,,
,794,759,,24-Norm2-4,W64A,1349,10,1,MWR,,,4,0.687756,,0.961593001,,Scanned 7/27,,,0.497,1.198,1.073,1.982,3.964,2.146,1.982,1.073,#REF!,#REF!,,487.92573,10.35029,28.34887,,1.923059393,25969.67711,25.96967711,,,,,,,,,,
,795,768,,24-Norm2-4,Ky21,1303,2,1,MWR,,,1,0.929521,,1.149852366,,Scanned 7/27,,,0.269,1.523,0.869,2.461,4.922,1.738,2.461,0.869,#REF!,#REF!,,121.23451,9.10006,9.12416,,1.268413409,9782.975453,9.782975453,,,,,,,,,,
,796,769,,24-Norm2-4,Ky21,1303,2,1,MWR,,,2,0.929521,,1.149852366,,Scanned 7/27,,,0.273,1.112,0.793,1.631,3.262,1.586,1.631,0.793,#REF!,#REF!,,222.85996,15.843,15.843,,0.638797789,35708.71077,35.70871077,,,,,,,,,,
,797,770,,24-Norm2-4,Ky21,1303,2,1,MWR,,,3,0.929521,,1.149852366,,Scanned 7/27,,,0.205,1.186,0.663,1.845,3.69,1.326,1.845,0.663,#REF!,#REF!,,262.07222,13.29612,13.64012,,0.422305597,63518.41863,63.51841863,,,,,,,,,,
,798,771,,24-Norm2-4,Ky21,1303,5,1,MWR,,,1,0.734994,,0.930947095,,Scanned 7/27,,,0.306,1.479,0.972,2.163,4.326,1.944,2.163,0.972,#REF!,#REF!,,528.94551,32.87351,33.38023,,1.560073988,34703.33927,34.70333927,,,,,,,,,,
,799,772,,24-Norm2-4,Ky21,1303,5,1,MWR,,,2,0.734994,,0.930947095,,Scanned 7/27,,,0.679,1.824,1.411,2.505,5.01,2.822,2.505,1.411,#REF!,#REF!,,357.0394,21.97439,21.97439,,5.526862407,6612.154883,6.612154883,,,,,,,,,,
,800,773,,24-Norm2-4,Ky21,1303,5,1,MWR,,,3,0.734994,,0.930947095,,Scanned 7/27,,,0.471,1.548,1.255,2.366,4.732,2.51,2.366,1.255,#REF!,#REF!,,436.74567,32.43196,32.43196,,3.67312577,12170.21738,12.17021738,,,,,,,,,,
,801,774,,24-Norm2-4,Ky21,1303,8,1,MWR,,,1,0.846427,,0.859447025,,Scanned 7/27,,,0.42,1.411,0.879,2.129,4.258,1.758,2.129,0.879,#REF!,#REF!,,331.05534,21.86688,24.00073,,1.135617739,29838.29177,29.83829177,,,,,,,,,,
,802,775,,24-Norm2-4,Ky21,1303,8,1,MWR,,,2,0.846427,,0.859447025,,Scanned 7/27,,,0.271,1.458,0.779,2.074,4.148,1.558,2.074,0.779,#REF!,#REF!,,173.48037,14.69562,14.96034,,0.770035959,23059.23313,23.05923313,,,,,,,,,,
,803,776,,24-Norm2-4,Ky21,1303,8,1,MWR,,,3,0.846427,,0.859447025,,Scanned 7/27,,,0.726,0.979,1.449,1.845,3.69,2.898,1.845,1.449,#REF!,#REF!,,241.29909,14.88182,15.24581,,4.408505716,5602.344391,5.602344391,,,,,,,,,,
,804,777,,24-Norm2-4,Ky21,1303,8,1,MWR,,,4,0.846427,,0.859447025,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT1,116.81064,10.67243,11.37575,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,805,782,,24-Norm2-4,Ky21,1303,9,1,MWR,,,1,0.97669,,1.095588812,,Scanned 7/27,,,0.257,0.987,0.904,1.687,3.374,1.808,1.687,0.904,#REF!,#REF!,,314.42955,16.11724,16.42915,,0.978836725,32879.00192,32.87900192,,,,,,,,,,
,806,783,,24-Norm2-4,Ky21,1303,9,1,MWR,,,2,0.97669,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,broke prematurely,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,807,784,,24-Norm2-4,Ky21,1303,9,1,MWR,,,3,0.97669,,1.095588812,,Scanned 7/27,,,0.316,1.127,0.802,1.863,3.726,1.604,1.863,0.802,#REF!,#REF!,,452.51874,21.2662,21.6286,,0.754789485,61364.36646,61.36436646,,,,,,,,,,
,808,792,,24-Norm2-4,Ky21,1303,4,1,MWR,,,1,0.791768,,0.862207626,,Scanned 7/27,,,0.272,1.22,0.772,1.773,3.546,1.544,1.773,0.772,#REF!,#REF!,,174.04084,16.77772,16.91036,,0.640693795,27803.92956,27.80392956,,,,,,,,,,
,809,793,,24-Norm2-4,Ky21,1303,4,1,MWR,,,2,0.791768,,0.862207626,,Scanned 7/27,,,0.372,1.179,1.05,1.995,3.99,2.1,1.995,1.05,#REF!,#REF!,,247.58783,23.16916,23.20393,,1.813847115,13971.21389,13.97121389,,,,,,,,,,
,810,794,,24-Norm2-4,Ky21,1303,4,1,MWR,,,3,0.791768,,0.862207626,,Scanned 7/27,,,0.509,1.078,1.312,2,4,2.624,2,1.312,#REF!,#REF!,,184.01526,18.30715,18.57508,,3.547491652,5309.308785,5.309308785,,,,,,,,,,
,811,795,,24-Norm2-4,Ky21,1303,4,1,MWR,,,4,0.791768,,0.862207626,,Scanned 7/27,,,0.202,1.218,0.576,1.769,3.538,1.152,1.769,0.576,#REF!,#REF!,,217.69188,18.19088,18.19088,,0.265512618,83919.44291,83.91944291,,,,,,,,,,
,812,801,,24-Norm2-4,Ky21,1340,11,1,MWR,,,1,0.634385,,0.863885567,,Scanned 7/27,,,0.228,1.19,0.748,2.087,4.174,1.496,2.087,0.748,#REF!,#REF!,,203.6672,20.89847,20.89847,,0.685988956,30388.51624,30.38851624,,,,,,,,,,
,813,802,,24-Norm2-4,Ky21,1340,11,1,MWR,,,2,0.634385,,0.863885567,,Scanned 7/27,,,0.282,1.537,0.925,2.154,4.308,1.85,2.154,0.925,#REF!,#REF!,,580.95277,23.03505,23.03505,,1.33893896,44410.49103,44.41049103,,,,,,,,,,
,814,816,,24-Norm2-4,Ky21,1340,8,2,BWR,,,2,0.638477,,,0.76891285,Scanned 7/27,,,0.258,1.338,1.11,1.901,3.802,2.22,1.901,1.11,#REF!,#REF!,,659.86804,54.16528,54.16528,,2.041930399,33076.66284,33.07666284,,,,,,,,,,
,815,817,,24-Norm2-4,Ky21,1340,8,2,BWR,,,3,0.638477,,,0.76891285,Scanned 7/27,,,0.282,1.528,1.189,2.518,5.036,2.378,2.518,1.189,#REF!,#REF!,,562.54838,37.28245,37.28245,,3.324230815,17321.05075,17.32105075,,,,,,,,,,
,816,836,,24-Norm2-4,Ky21,1371,5,1,MWR,,,1,0.855202,,0.996834606,,Scanned 7/27,,,0.382,1.355,1.009,1.987,3.974,2.018,1.987,1.009,#REF!,#REF!,,501.06824,32.47894,32.47894,,1.603102337,31991.98265,31.99198265,,,,,,,,,,
,817,837,,24-Norm2-4,Ky21,1371,5,1,MWR,,,2,0.855202,,0.996834606,,Scanned 7/27,,,0.231,1.393,0.888,2.082,4.164,1.776,2.082,0.888,#REF!,#REF!,,244.83349,15.79368,15.79368,,1.145010591,21886.02274,21.88602274,,,,,,,,,,
,818,785,,25-Thicc2-4,Ky21,1303,8,2,BWR,,,1,0.846427,,,0.98485024,Scanned 7/27,,,1.293,2.021,2.166,3.066,6.132,4.332,3.066,2.166,#REF!,#REF!,,407.49469,25.60877,36.55323,,24.47019266,1704.472866,1.704472866,,,,,,,,,,
,819,786,,25-Thicc2-4,Ky21,1303,8,2,BWR,,,2,0.846427,,,0.98485024,Scanned 7/27,,,1.274,1.48,1.979,2.478,4.956,3.958,2.478,1.979,#REF!,#REF!,,184.03486,21.89464,21.93697,,15.08441826,1248.75447,1.24875447,,,,,,,,,,
,820,787,,25-Thicc2-4,Ky21,1303,3,2,BWR,,,1,0.709226,,,0.73010378,Scanned 7/27,,,1.467,1.675,2.442,2.724,5.448,4.884,2.724,2.442,#REF!,#REF!,,306.95342,35.04152,35.11796,,31.15544534,1008.426013,1.008426013,,,,,,,,,,
,821,788,,25-Thicc2-4,Ky21,1303,3,2,BWR,,,2,0.709226,,,0.73010378,Scanned 7/27,,,0.369,1.129,1.125,2.003,4.006,2.25,2.003,1.125,#REF!,#REF!,,301.19967,33.45491,33.71416,,2.239898805,13763.58662,13.76358662,,,,,,,,,,
,822,789,,25-Thicc2-4,Ky21,1303,3,2,BWR,,,3,0.709226,,,0.73010378,Scanned 7/27,,,0.765,1.497,1.918,2.358,4.716,3.836,2.358,1.918,#REF!,#REF!,,454.64881,42.24252,42.24252,,13.0671083,3561.246987,3.561246987,,,,,,,,,,
,823,796,,25-Thicc2-4,Ky21,1303,10,1,MWR,,,1,0.851272,,0.893523333,,Scanned 7/27,,,0.271,1.05,0.96,1.962,3.924,1.92,1.962,0.96,#REF!,#REF!,,345.85531,29.39722,29.74263,,1.363334998,25965.54192,25.96554192,,,,,,,,,,
,824,797,,25-Thicc2-4,Ky21,1303,10,1,MWR,,,2,0.851272,,0.893523333,,Scanned 7/27,,,0.442,0.964,1.267,1.86,3.72,2.534,1.86,1.267,#REF!,#REF!,,248.81146,26.68352,27.04667,,2.971205363,8571.231718,8.571231718,,,,,,,,,,
,825,798,,25-Thicc2-4,Ky21,1303,10,1,MWR,,,3,0.851272,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too short,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,826,799,,25-Thicc2-4,Ky21,1303,5,2,BWR,,,1,0.734994,,0.78951235,,Scanned 7/27,,,0.897,1.989,1.692,2.769,5.538,3.384,2.769,1.692,#REF!,#REF!,,656.54744,63.167,63.92534,"high and thic, discard if weird",10.53449965,6379.075258,6.379075258,,,,,,,,,,
,827,800,,25-Thicc2-4,Ky21,1303,5,2,BWR,,,3,0.734994,,0.78951235,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too high,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,828,814,,25-Thicc2-4,Ky21,1340,10,1,MWR,,,1,0.629904,,0.805510771,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT1,403.32952,32.42628,32.72318,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,829,815,,25-Thicc2-4,Ky21,1340,10,1,MWR,,,2,0.629904,,0.805510771,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,262.28833,13.68661,13.68661,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,830,819,,25-Thicc2-4,Ky21,1340,9,3,BWR,,,2,0.692669,,,0.84519516,Scanned 7/27,,,0.441,1.604,1.223,2.54,5.08,2.446,2.54,1.223,#REF!,#REF!,,371.35811,41.36478,41.36478,,3.649244558,10415.86807,10.41586807,,,,,,,,,,
,831,820,,25-Thicc2-4,Ky21,1340,9,3,BWR,,,3,0.692669,,,0.84519516,Scanned 7/27,,,1.427,1.579,1.929,2.117,4.234,3.858,2.117,1.929,#REF!,#REF!,,475.57078,25.1951,27.15495,,11.93458776,4078.620214,4.078620214,,,,,,,,,,
,832,821,,25-Thicc2-4,Ky21,1340,2,2,BWR,,,1,0.854536,,,0.84696226,Scanned 7/27,,,0.496,1.656,1.4,2.63,5.26,2.8,2.63,1.4,#REF!,#REF!,,321.35616,27.34404,27.78198,,5.667998634,5803.131596,5.803131596,,,,,,,,,,
,833,822,,25-Thicc2-4,Ky21,1340,2,2,BWR,,,2,0.854536,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick to test,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,834,823,,25-Thicc2-4,Ky21,1340,2,2,BWR,,,3,0.854536,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick to test,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,835,824,,25-Thicc2-4,Ky21,1340,2,2,BWR,,,4,0.854536,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick to test,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,836,825,,25-Thicc2-4,Ky21,1340,9,2,MWR,,,1,0.692669,,0.920873622,,Scanned 7/27,,,1.207,1.682,2.072,2.555,5.11,4.144,2.555,2.072,#REF!,#REF!,,403.7847,48.90756,49.22804,"thick, discard of weird",17.85048576,2315.289736,2.315289736,,,,,,,,,,
,837,826,,25-Thicc2-4,Ky21,1340,9,2,MWR,,,2,0.692669,,0.920873622,,Scanned 7/27,,,0.521,1.831,1.651,2.673,5.346,3.302,2.673,1.651,#REF!,#REF!,,419.68368,38.24745,38.51477,"thick, discard of weird",9.447786268,4546.713072,4.546713072,,,,,,,,,,
,838,827,,25-Thicc2-4,Ky21,1340,1,2,BWR,,,1,1.022064,,,1.05754954,Scanned 7/27,,,1.32,1.665,1.905,2.252,4.504,3.81,2.252,1.905,#REF!,#REF!,,189.8238,28.75354,29.08714,,12.22765587,1588.960065,1.588960065,,,,,,,,,,
,839,828,,25-Thicc2-4,Ky21,1340,1,2,BWR,,,2,1.022064,,,1.05754954,Scanned 7/27,,,1.021,1.635,1.808,2.555,5.11,3.616,2.555,1.808,#REF!,#REF!,,413.76682,57.11037,59.84642,thicc,11.85976447,3570.96114,3.57096114,,,,,,,,,,
,840,829,,25-Thicc2-4,Ky21,1340,1,2,BWR,,,3,1.022064,,,1.05754954,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,841,830,,25-Thicc2-4,Ky21,1340,11,2,BWR,,,1,0.634385,,,,Scanned 7/27,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,842,831,,25-Thicc2-4,Ky21,1340,11,2,BWR,,,2,0.634385,,,0.73433944,Scanned 7/27,,,0.798,1.324,1.677,2.269,4.538,3.354,2.269,1.677,#REF!,#REF!,,389.4324,44.8266,45.14057,,8.404726104,4742.5732,4.7425732,,,,,,,,,,
,843,841,,25-Thicc2-4,Ky21,1286,1,1,MWR,,,1,0.871418,,1.002999356,,Scanned 7/27,,,0.444,1.821,1.031,2.338,4.676,2.062,2.338,1.031,#REF!,#REF!,,186.89845,20.91181,20.91181,,2.012381815,9506.066375,9.506066375,,,,,,,,,,
,844,843,1,26-Thin1-5,W64A,1273,9,1,MWR,,,1,0.702835,,0.978024206,,,0.248,0.969,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT4,117.84611,8.26553,8.38019,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,845,844,2,26-Thin1-5,W64A,1273,9,1,MWR,,,2,0.702835,,0.978024206,,,0.09,0.769,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT1,44.60666,5.11151,5.13712,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,846,845,3,26-Thin1-5,W64A,1273,9,1,MWR,,,3,0.702835,,0.978024206,,,0.17,0.678,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT4,91.90229,6.13014,6.57968,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,847,846,4,26-Thin1-5,W64A,1273,9,1,MWR,,,4,0.702835,,0.978024206,,,0.271,1.247,0.383,0.958,0.593,1.502,3.004,1.186,0.255,0.322,#REF!,#REF!,,126.95175,8.28141,9.06028,,0.245993649,52822.66697,52.82266697,,,,,,,,,,
,848,847,5,26-Thin1-5,W64A,1273,8,1,TWR,,,1,0.49165,1.054419571,,,,0.055,0.613,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT2,28.76591,3.41509,3.41509,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,849,848,6,26-Thin1-5,W64A,1273,8,1,TWR,,,2,0.49165,1.054419571,,,,0.311,0.986,0.36,0.649,0.557,1.203,2.406,1.114,0.217,0.246,#REF!,#REF!,,71.16306,4.01212,6.26609,,0.163275527,44610.70092,44.61070092,,,,,,,,,,
,850,849,7,26-Thin1-5,W64A,1273,8,1,TWR,,,3,0.49165,1.054419571,,,,0.642,1.261,0.44,1.195,0.946,1.552,3.104,1.892,0.291,0.304,#REF!,#REF!,,209.64803,7.6403,11.8838,,1.031941332,20794.15635,20.79415635,,,,,,,,,,
,851,850,8,26-Thin1-5,W64A,1273,8,1,TWR,,,4,0.49165,1.054419571,,,,0.515,1.139,0.328,0.646,0.802,1.397,2.794,1.604,0.258,0.287,#REF!,#REF!,,169.06229,12.436,12.84754,,0.565990827,30573.3397,30.5733397,,,,,,,,,,
,852,871,9,26-Thin1-5,W64A,1273,7,1,TWR,,,1,0.470363,0.89613381,,,,0.3,1.562,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT4,119.01936,,6.11533,no BL,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,853,872,10,26-Thin1-5,W64A,1273,7,1,TWR,,,2,0.470363,0.89613381,,,,0.381,1.775,0.301,0.819,0.672,2.057,4.114,1.344,0.282,0.291,#REF!,#REF!,,139.0977,5.24135,10.30995,,0.490266244,29039.7908,29.0397908,,,,,,,,,,
,854,873,11,26-Thin1-5,W64A,1273,7,1,TWR,,,3,0.470363,,,,,0.756,1.114,,,1.025,1.441,2.882,2.05,0.327,0.269,#REF!,#REF!,,,,,splintered,1.218780391,0,0,,,,,,,,,,
,855,874,12,26-Thin1-5,W64A,1273,7,1,TWR,,,4,0.470363,0.89613381,,,,0.222,1.673,0.246,1.259,0.477,1.998,3.996,0.954,0.325,0.255,#REF!,#REF!,,119.68082,5.95815,8.45624,,0.170310139,71926.60812,71.92660812,,,,,,,,,,
,856,875,13,26-Thin1-5,W64A,1273,6,1,TWR,,,1,0.246408,1.087714573,,,,0.687,1.557,0.316,1.13,0.919,1.79,3.58,1.838,0.233,0.232,#REF!,#REF!,,162.71841,,7.28686,no BL,1.091162536,15263.45224,15.26345224,,,,,,,,,,
,857,876,14,26-Thin1-5,W64A,1273,6,1,TWR,,,2,0.246408,1.087714573,,,,0.214,1.642,0.216,1.322,0.401,1.923,3.846,0.802,0.281,0.187,#REF!,#REF!,,60.21582,,,no BL no UL,0.097387291,63286.90365,63.28690365,,,,,,,,,,
,858,877,15,26-Thin1-5,W64A,1273,6,1,TWR,,,3,0.246408,1.087714573,,,,0.628,1.011,0.406,0.621,0.948,1.288,2.576,1.896,0.277,0.32,#REF!,#REF!,,150.0738,9.88961,10.3753,,0.861848155,17822.9525,17.8229525,,,,,,,,,,
,859,878,16,26-Thin1-5,W64A,1273,6,1,TWR,,,4,0.246408,1.087714573,,,,0.598,1.748,0.367,1.346,0.876,1.997,3.994,1.752,0.249,0.278,#REF!,#REF!,,241.64085,,,no BL UL,1.054338984,23458.25035,23.45825035,,,,,,,,,,
,860,879,17,26-Thin1-5,W64A,1273,2,1,TWR,,,1,0.476135,0.928678879,,,,0.703,1.136,0.666,0.863,0.901,1.352,2.704,1.802,0.216,0.198,#REF!,#REF!,,79.08211,2.08739,4.86964,,0.776677897,10421.80227,10.42180227,,,,,,,,,,
,861,880,18,26-Thin1-5,W64A,1273,2,1,TWR,,,2,0.476135,0.928678879,,,,0.584,1.288,0.635,0.821,0.806,1.506,3.012,1.612,0.218,0.222,#REF!,#REF!,,127.04601,4.64597,8.22084,,0.61932695,20996.48414,20.99648414,,,,,,,,,,
